"study","varname","dataset","concept","description","description_long","boost"
"soep-long","plb0386","pl","pjobka1","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp7905}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6205}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7405}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6505}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7605}}
",0.15
"soep-long","plb0387","pl","pjob08","The variable is available for 10 years, ranging from 1998 to 2007.","#### 1998
* SOEPcore: {{/soep-core/data/op/op47c1}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6401}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6001}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp6201}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp6201}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp8001}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6301}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7501}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6601}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7701}}
",0.3
"soep-long","plb0388","pl","pjob09","The variable is available for 10 years, ranging from 1998 to 2007.","#### 1998
* SOEPcore: {{/soep-core/data/op/op47c2}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6402}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6002}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp6202}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp6202}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp8002}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6302}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7502}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6602}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7702}}
",0.3
"soep-long","plb0389","pl","pjob10","The variable is available for 9 years, ranging from 1999 to 2007.","#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6403}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6003}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp6203}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp6203}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp8003}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6303}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7503}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6603}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7703}}
",0.27
"soep-long","plb0390","pl","pjob11","The variable is available for 10 years, ranging from 1998 to 2007.","#### 1998
* SOEPcore: {{/soep-core/data/op/op47c3}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6404}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6004}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp6204}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp6204}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp8004}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6304}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7504}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6604}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7704}}
",0.3
"soep-long","plb0391","pl","pjobka2","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp8005}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6305}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7505}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6605}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7705}}
",0.15
"soep-long","plb0392","pl","pjob01","The variable is available for 32 years, ranging from 1985 to 2016.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0301}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0301}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0301}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0301}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0301}}

#### 1990
* SOEPcore: gp0901e gp0701 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0201}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0201}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0301}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp0901}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0301}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5501}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5501}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4601}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6101}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp5701}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp5901}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp5901}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp7701}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6001}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7201}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6301}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7401}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp7101}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp7301}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap6401}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp7401}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp6201}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp8001}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep6001}}

#### 2015
* SOEPcore: {{/soep-core/data/bfp/bfp10901}}

#### 2016
* SOEPcore: {{/soep-core/data/bgp/bgp9301}}
",0.97
"soep-long","plb0393","pl","pjobno","The variable is available for 32 years, ranging from 1985 to 2016.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0304}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0304}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0304}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0304}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0304}}

#### 1990
* SOEPcore: gp0904e gp0704 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0204}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0204}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0304}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp0904}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0304}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5504}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5504}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4604}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6104}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp5704}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp5904}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp5904}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp7704}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6004}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7204}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6304}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7404}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp7104}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp7304}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap6404}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp7404}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp6204}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp8004}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep6004}}

#### 2015
* SOEPcore: {{/soep-core/data/bfp/bfp10904}}

#### 2016
* SOEPcore: {{/soep-core/data/bgp/bgp9304}}
",0.97
"soep-long","plb0394","pl","pjob02","The variable is available for 32 years, ranging from 1985 to 2016.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0302}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0302}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0302}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0302}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0302}}

#### 1990
* SOEPcore: gp0902e gp0702 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0202}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0202}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0302}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp0902}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0302}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5502}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5502}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4602}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6102}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp5702}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp5902}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp5902}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp7702}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6002}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7202}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6302}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7402}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp7102}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp7302}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap6402}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp7402}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp6202}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp8002}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep6002}}

#### 2015
* SOEPcore: {{/soep-core/data/bfp/bfp10902}}

#### 2016
* SOEPcore: {{/soep-core/data/bgp/bgp9302}}
",0.97
"soep-long","plb0395","pl","pjob03","The variable is available for 32 years, ranging from 1985 to 2016.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0303}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0303}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0303}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0303}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0303}}

#### 1990
* SOEPcore: gp0903e gp0703 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0203}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0203}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0303}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp0903}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0303}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5503}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5503}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4603}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6103}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp5703}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp5903}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp5903}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp7703}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up6003}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp7203}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp6303}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp7403}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp7103}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp7303}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap6403}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp7403}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp6203}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp8003}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep6003}}

#### 2015
* SOEPcore: {{/soep-core/data/bfp/bfp10903}}

#### 2016
* SOEPcore: {{/soep-core/data/bgp/bgp9303}}
",0.97
"soep-long","plb0396","pl","pjob12","The variable is available for 32 years, ranging from 1985 to 2016.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0401}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0401}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0401}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0401}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0401}}

#### 1990
* SOEPcore: gp1001e gp0801 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0401}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0401}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0501}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp1101}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0501}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5701}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5701}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4801}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6501}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6101}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp63}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp63}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp81}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up64}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp76}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp67}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp78}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp73}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp75}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap66}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp76}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp64}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp83}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep62}}

#### 2015
* SOEPcore: {{/soep-core/data/bfp/bfp111}}

#### 2016
* SOEPcore: {{/soep-core/data/bgp/bgp95}}
",0.97
"soep-long","plb0397","pl","pjob13","The variable is available for 30 years, ranging from 1985 to 2014.","#### 1985
* SOEPcore: {{/soep-core/data/bp/bp0402}}

#### 1986
* SOEPcore: {{/soep-core/data/cp/cp0402}}

#### 1987
* SOEPcore: {{/soep-core/data/dp/dp0402}}

#### 1988
* SOEPcore: {{/soep-core/data/ep/ep0402}}

#### 1989
* SOEPcore: {{/soep-core/data/fp/fp0402}}

#### 1990
* SOEPcore: gp1002e gp0802 

#### 1991
* SOEPcore: {{/soep-core/data/hp/hp0402}}

#### 1992
* SOEPcore: {{/soep-core/data/ip/ip0402}}

#### 1993
* SOEPcore: {{/soep-core/data/jp/jp0502}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp1102}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp0502}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp5702}}

#### 1997
* SOEPcore: {{/soep-core/data/np/np5702}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op4802}}

#### 1999
* SOEPcore: {{/soep-core/data/pp/pp6502}}

#### 2000
* SOEPcore: {{/soep-core/data/qp/qp6102}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp64}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp64}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp82}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up65}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp77}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp68}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp79}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp74}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp76}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap67}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp77}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp65}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/bdp84}}

#### 2014
* SOEPcore: {{/soep-core/data/bep/bep63}}
",0.91
"soep-long","plb0398","pl","pjob14","The variable is available for 14 years, ranging from 2000 to 2013.","#### 2000
* SOEPcore: {{/soep-core/data/qp/qp62}}

#### 2001
* SOEPcore: {{/soep-core/data/rp/rp65}}

#### 2002
* SOEPcore: {{/soep-core/data/sp/sp65}}

#### 2003
* SOEPcore: {{/soep-core/data/tp/tp83}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up66}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp78}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp69}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp80}}

#### 2008
* SOEPcore: {{/soep-core/data/yp/yp75}}

#### 2009
* SOEPcore: {{/soep-core/data/zp/zp77}}

#### 2010
* SOEPcore: {{/soep-core/data/bap/bap68}}

#### 2011
* SOEPcore: {{/soep-core/data/bbp/bbp78}}

#### 2012
* SOEPcore: {{/soep-core/data/bcp/bcp66}}

#### 2013
* SOEPcore: {{/soep-core/data/bdp/f13p073}}
",0.42
"soep-long","plb0399","pl","_674_p_rlm","The variable is available for 3 years, ranging from 1994 to 1998.","#### 1994
* SOEPcore: {{/soep-core/data/kp/kp31}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp21}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op15}}
",0.09
"soep-long","plb0400","pl","_675_p_rlm","The variable is available for 3 years, ranging from 1994 to 1998.","#### 1994
* SOEPcore: {{/soep-core/data/kp/kp32}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp22}}

#### 1998
* SOEPcore: {{/soep-core/data/op/op16}}
",0.09
"soep-long","plb0401","pl","pfind06","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4206}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1706}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1810}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1510}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2210}}
",0.15
"soep-long","plb0402","pl","pfind07","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4207}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1707}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1806}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1506}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2206}}
",0.15
"soep-long","plb0403","pl","pfind08","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4208}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1708}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1807}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1507}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2207}}
",0.15
"soep-long","plb0404","pl","pfind01","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4201}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1701}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1801}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1501}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2201}}
",0.15
"soep-long","plb0405","pl","pfind12","The variable is available for 3 years, ranging from 2005 to 2007.","#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1803}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1503}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2202}}
",0.09
"soep-long","plb0406","pl","pfind11","The variable is available for 3 years, ranging from 2005 to 2007.","#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1802}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1502}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2203}}
",0.09
"soep-long","plb0407","pl","pfind02","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4202}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1702}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1804}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1504}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2204}}
",0.15
"soep-long","plb0408","pl","pfind03","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4203}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1703}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1805}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1505}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2205}}
",0.15
"soep-long","plb0411","pl","pfind04","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4204}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1704}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1808}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1508}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2208}}
",0.15
"soep-long","plb0412","pl","pfind05","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4205}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1705}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1809}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1509}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2209}}
",0.15
"soep-long","plb0414","pl","pfind09","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4209}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1709}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1811}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1511}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2211}}
",0.15
"soep-long","plb0415","pl","pfind10","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4210}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1710}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1812}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1512}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2212}}
",0.15
"soep-long","plb0416","pl","pfindka","The variable is available for 5 years, ranging from 2003 to 2007.","#### 2003
* SOEPcore: {{/soep-core/data/tp/tp4211}}

#### 2004
* SOEPcore: {{/soep-core/data/up/up1711}}

#### 2005
* SOEPcore: {{/soep-core/data/vp/vp1813}}

#### 2006
* SOEPcore: {{/soep-core/data/wp/wp1513}}

#### 2007
* SOEPcore: {{/soep-core/data/xp/xp2213}}
",0.15
"soep-long","plb0417","pl","pnerw02","This variable is available for all years. But to harmonize this variable over time 10 replace or recode commands were necessary.","#### 1984
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/ap/ap18}}

#### 1985
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/bp/bp17}}

#### 1986
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/cp/cp17}}

#### 1987
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/dp/dp14}}

#### 1988
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/ep/ep14}}

#### 1989
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/fp/fp12}}

#### 1990
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: gp19e gp15 

#### 1991
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/hp/hp17}}

#### 1992
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/ip/ip17}}

#### 1993
* Var with original data within SOEPlong: 
 * Recode:   REC (1=14) (2=12) (3=11) 
* SOEPcore: {{/soep-core/data/jp/jp17}}

#### 1994
* SOEPcore: {{/soep-core/data/kp/kp27}}

#### 1995
* SOEPcore: {{/soep-core/data/lp/lp23}}

#### 1996
* SOEPcore: {{/soep-core/data/mp/mp17}}
